player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position
146714,23/24,L1,Bundesliga,167,FC Augsburg,34,3,,0,0,0,0,0,0,0,0,270.0,8,0,Goalkeeper
146714,22/23,L1,Bundesliga,167,FC Augsburg,26,11,,0,0,0,0,0,0,0,0,990.0,22,1,Goalkeeper
146714,21/22,L1,Bundesliga,167,FC Augsburg,32,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
146799,21/22,IT1,Serie A,749,FC Empoli,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
147051,25/26,FR1,Ligue 1,1158,FC Lorient,1,1,,0,0,0,0,0,0,0,0,90.0,4,0,Goalkeeper
147051,23/24,FR1,Ligue 1,1158,FC Lorient,34,34,,0,0,0,0,1,0,0,0,3060.0,66,4,Goalkeeper
147051,22/23,FR1,Ligue 1,1158,FC Lorient,22,21,,0,0,0,1,0,0,0,0,1813.0,29,3,Goalkeeper
152460,24/25,L1,Bundesliga,35,FC St. Pauli,10,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
155038,24/25,IT1,Serie A,607,Venezia FC,38,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
157390,24/25,A1,Bundesliga,170,Rapid Vienna,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
157390,21/22,A1,Bundesliga,266,SV Ried,26,2,,0,0,1,0,0,0,0,0,96.0,3,0,Goalkeeper
159758,22/23,A1,Bundesliga,3551,SCR Altach,7,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
159758,21/22,A1,Bundesliga,3551,SCR Altach,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
160929,25/26,L1,Bundesliga,3,1.FC Köln,2,2,,0,0,0,0,0,0,0,0,180.0,1,1,Goalkeeper
160929,23/24,L1,Bundesliga,3,1.FC Köln,34,34,,0,0,0,0,0,0,0,0,3060.0,60,4,Goalkeeper
160929,22/23,L1,Bundesliga,3,1.FC Köln,34,34,,0,0,0,0,1,0,0,0,3060.0,54,6,Goalkeeper
160929,21/22,L1,Bundesliga,3,1.FC Köln,31,21,,0,0,0,0,1,0,0,0,1890.0,28,3,Goalkeeper
160954,24/25,L1,Bundesliga,60,SC Freiburg,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
160971,24/25,L1,Bundesliga,23826,RB Leipzig,14,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
160971,23/24,L1,Bundesliga,23826,RB Leipzig,10,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
160963,25/26,L1,Bundesliga,39,1.FSV Mainz 05,2,2,,0,0,0,0,1,0,0,0,180.0,2,0,Goalkeeper
160963,24/25,L1,Bundesliga,39,1.FSV Mainz 05,32,32,,0,0,0,0,3,0,0,0,2880.0,41,9,Goalkeeper
160963,23/24,L1,Bundesliga,39,1.FSV Mainz 05,30,30,,0,0,0,0,3,0,0,0,2700.0,48,7,Goalkeeper
160963,22/23,L1,Bundesliga,39,1.FSV Mainz 05,27,26,,0,0,0,0,1,0,0,0,2340.0,39,7,Goalkeeper
160963,21/22,L1,Bundesliga,39,1.FSV Mainz 05,34,32,,0,0,0,0,1,0,0,0,2880.0,42,10,Goalkeeper
161057,24/25,L1,Bundesliga,89,1.FC Union Berlin,8,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
162027,23/24,ES1,LaLiga,2687,Cádiz CF,37,5,,0,0,1,0,1,0,0,0,371.0,8,2,Goalkeeper
162027,22/23,ES1,LaLiga,2687,Cádiz CF,27,4,,0,0,0,0,0,0,0,0,360.0,5,1,Goalkeeper
