player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position,value
1054909,23/24,ES1,LaLiga,150,Real Betis Balompié,7,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,200000.0
1054909,23/24,ES1,LaLiga,150,Real Betis Balompié,7,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,500000.0
1054909,23/24,ES1,LaLiga,150,Real Betis Balompié,7,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,500000.0
1055860,24/25,ES1,LaLiga,681,Real Sociedad,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,200000.0
1055860,24/25,ES1,LaLiga,681,Real Sociedad,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,300000.0
1055860,24/25,ES1,LaLiga,681,Real Sociedad,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,300000.0
1055860,24/25,ES1,LaLiga,681,Real Sociedad,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,250000.0
1055860,23/24,ES1,LaLiga,681,Real Sociedad,8,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,50000.0
1055860,23/24,ES1,LaLiga,681,Real Sociedad,8,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,150000.0
1055860,23/24,ES1,LaLiga,681,Real Sociedad,8,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
1058354,24/25,IT1,Serie A,410,Udinese Calcio,23,1,0.0,0,0,1,0,0,0,0,0,,0,0,Defender,1000000.0
1058354,24/25,IT1,Serie A,410,Udinese Calcio,23,1,0.0,0,0,1,0,0,0,0,0,,0,0,Defender,1000000.0
1058354,23/24,IT1,Serie A,410,Udinese Calcio,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,1000000.0
